,Covidence #,Study ID,Title,Short Title,Year,Organization(s)/Association(s),Country,Topic/Category,Grading Method,Overall guideline assessment: Rate the overall quality of this guideline.,Number of LoE levels,Number of SoR levels,Recommendation,LoE (Text),LoE (Number),SoR (Text),SoR (Number),Specific target group?,LoE (scaled),Source,AI Clustering
36,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should be aware of the following: Mental health disorders which are commonly comorbid withcannabis use disorder such as depression, anxiety, and schizophrenia/psychosis.",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
37,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Patients, caregivers, and families should be provided with information about the signs, symptoms, and risks of cannabis withdrawal.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
38,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should advise patients, care-givers, and families of risks associated with different modes of use of cannabis and cannabis products (e.g., smoking, aporizing, oils, sprays, etc.) and counsel patients on these risks.",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
39,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"The Screening, Brief Intervention, and Referral to Treatment (SBIRT) approach should be considered for assessing and managingcannabis use disorder similarly to othersubstance use disorders.",Low,1,Strong,2,,0.333333333333333,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
40,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should advise patients, care-givers, and families about potentially increased risks associated with higher potency tetrahydrocannabinol (THC) extracts, or higher potency strains of cannabis when compared to those with lower tetrahydrocannabinol (THC) content.",Low,1,Strong,2,,0.333333333333333,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
41,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Cannabis should generally be avoided by older adults who have: A history of, or are currently experiencing, mental health disorders, problematic substance use, or Substance Use Disorder.",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
42,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"It is recommended that a variety of psychosocial approaches be considered for harm reduction or relapse prevention including: Cognitive Behavioural Therapy (CBT), Motivational Interviewing (MI), Mindfulness Based Relapse Prevention (MBRP), Motivational Enhancement Therapy (MET), and Contingency Management (CM).",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",8
43,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should be aware of the following: The current evidence base on the medical use of cannabis is relatively limited, and cannabis and most derivative products have not been approved as therapeutic agents by Health Canada, with the exception of two pharmaceutical grade cannabinoid products. Clinicians should keep informed about new evidence regarding possible indications and contraindications for cannabis and cannabinoid use.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
44,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should initiate non-judgmental discussions related to cannabis and cannabinoid use. Careful histories should be obtained from patients, caregivers, and families about signs and symptoms ofcannabis use disorder that may be similar to those of age-related nervous system changes, such as drowsiness, dizziness, memory impairment, and falls.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
45,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should counsel patients, care-givers, and families to be aware that older adults can be more susceptible than younger adults to some dose-related adverse events associated with cannabis use.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
46,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,Peer support programs should be considered for individuals withcannabis use disorder.,Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
47,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,Accredited residential treatment should be considered as appropriate for treatingcannabis use disorder if the individual is unable to effectively reduce or cease their cannabis use.,Low,1,Strong,2,,0.333333333333333,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
48,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"All patients regardless of age should be screened for: The use of non-medical and medically authorized cannabis and cannabinoids, and illicit synthetic cannabinoids as well as tobacco, alcohol, and other drugs.",Low,1,Strong,2,,0.333333333333333,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
49,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinical assessment ofcannabis use disorder in older adults should evaluate the signs and symptoms of cannabis withdrawal, with consideration that the rapid reduction or abrupt discontinuation of cannabis use may also be associated with withdrawal symptoms.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
50,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"When assessing patients, clinicians should be aware of the risk of cannabis hyperemesis syndrome in association with chronic cannabis use, especially with higher potency preparations.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
51,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,Clinicians should be aware that the diagnostic accuracy of some screening tools may be variable given that some of the symptoms of aging may overlap with those ofcannabis use disorder.,Moderate,2,Weak,1,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
52,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should advise patients, caregivers, and families that Cannabis may impair the ability to safely drive a motor vehicle for up to 24 hours.",High,3,Strong,2,,1,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
53,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should counsel patients on the potential long-term effects of frequent cannabis use including respiratory problems, precancerous epithelial changes, and cognitive impairment. Patients should also be counselled on the risk of exacerbation of mental health conditions with CUD, especially when high tetrahydrocannabinol (THC) strains are used.",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
54,2163,Bertram 2020,Canadian Guidelines on Cannabis Use Disorder Among Older Adults.,Cannabis Use Disorder Among Older Adults,2020,Canadian Coalition for Seniors’ Mental Health,Canada,Alcohol & Drug Abuse,Other: modified GRADE,4,3,2,"Clinicians should be aware of the following: The potential adverse effects of cannabis use in older adults, such as changes in depth perception risking balance instability and falls, changes in appetite, cognitive impairment, cardiac arrhythmia, anxiety, panic, psychosis, and depression.",Moderate,2,Strong,2,,0.666666666666667,"Bertram JR, Porath A, Seitz D, Kalant H, Krishnamoorthy A, Nickerson J, et al. Canadian guidelines on cannabis use disorder among older adults. Canadian geriatrics journal. 2020;23(1):135.",0
